date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,year_month,category
2024-01-07,28,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.22,16.76,421,False,False,Cloudy,2024-01,ana_yemek
2024-01-07,48,Casual Dining,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,16.03,31.2,100,False,False,Cloudy,2024-01,ana_yemek
2024-01-07,42,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.58,12.69,444,False,False,Sunny,2024-01,ana_yemek
2024-01-07,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.61,6.03,762,True,True,Rainy,2024-01,ana_yemek
2024-01-07,28,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,5.82,7.26,617,False,False,Sunny,2024-01,icecek
2024-01-07,43,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.56,18.36,25,False,False,Rainy,2024-01,corba
2024-01-07,45,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.0,6.33,361,False,False,Cloudy,2024-01,tatli
2024-01-07,9,Casual Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,23.86,41.77,241,False,False,Rainy,2024-01,ana_yemek
2024-01-07,35,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,11.01,13.04,252,True,False,Rainy,2024-01,ana_yemek
2024-01-07,35,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.37,19.51,165,False,False,Cloudy,2024-01,ana_yemek
2024-01-07,6,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,34.97,43.6,283,False,False,Sunny,2024-01,ana_yemek
2024-01-07,25,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,11.01,12.74,408,False,False,Sunny,2024-01,ana_yemek
2024-01-07,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.55,2.14,601,False,False,Sunny,2024-01,ana_yemek
2024-01-07,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.83,2.78,743,False,False,Cloudy,2024-01,icecek
2024-01-07,39,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.03,3.9,638,False,False,Sunny,2024-01,icecek
2024-01-07,13,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.35,8.03,418,False,False,Rainy,2024-01,ana_yemek
2024-01-07,15,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.89,9.21,500,False,False,Sunny,2024-01,ana_yemek
2024-01-07,28,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.38,7.23,301,False,False,Rainy,2024-01,icecek
2024-01-07,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.63,7.03,148,False,False,Sunny,2024-01,tatli
2024-01-07,7,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.18,19.85,68,False,False,Cloudy,2024-01,corba
2024-01-07,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.73,2.62,472,False,False,Sunny,2024-01,ana_yemek
2024-01-07,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.96,10.17,431,False,True,Sunny,2024-01,ana_yemek
2024-01-07,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.88,28.99,106,False,False,Cloudy,2024-01,corba
2024-01-07,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,36.1,82.38,107,False,False,Rainy,2024-01,ana_yemek
2024-01-07,12,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.52,10.08,468,False,False,Sunny,2024-01,ana_yemek
2024-01-07,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.84,2.55,265,False,False,Rainy,2024-01,ana_yemek
2024-01-07,23,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,47.21,75.55,39,False,False,Rainy,2024-01,ana_yemek
2024-01-07,46,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.19,29.33,273,True,False,Sunny,2024-01,ana_yemek
2024-01-07,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,34.94,36.98,498,True,False,Cloudy,2024-01,ana_yemek
2024-01-08,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.0,2.24,1545,True,False,Sunny,2024-01,icecek
2024-01-08,42,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,38.45,73.99,111,False,False,Sunny,2024-01,ana_yemek
2024-01-08,5,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.52,4.03,376,False,False,Rainy,2024-01,icecek
2024-01-08,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.16,13.88,142,False,False,Cloudy,2024-01,corba
2024-01-08,27,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.47,2.91,85,False,False,Rainy,2024-01,ana_yemek
2024-01-08,21,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.41,57.55,51,False,False,Cloudy,2024-01,ana_yemek
2024-01-08,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.77,6.93,288,False,False,Sunny,2024-01,tatli
2024-01-08,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.13,7.08,240,True,False,Cloudy,2024-01,tatli
2024-01-08,7,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.32,3.79,321,False,False,Cloudy,2024-01,icecek
2024-01-08,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.01,10.31,481,False,False,Sunny,2024-01,ana_yemek
2024-01-08,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.65,9.91,518,True,False,Sunny,2024-01,ana_yemek
2024-01-08,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.82,13.65,207,True,False,Sunny,2024-01,ana_yemek
2024-01-08,32,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,41.78,62.74,156,False,False,Cloudy,2024-01,ana_yemek
2024-01-08,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.99,12.59,437,False,False,Sunny,2024-01,ana_yemek
2024-01-08,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,13.59,24.86,0,False,False,Sunny,2024-01,ana_yemek
2024-01-08,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.02,2.35,564,False,False,Cloudy,2024-01,ana_yemek
2024-01-08,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.49,25.2,0,False,False,Sunny,2024-01,ana_yemek
2024-01-08,43,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.39,13.28,367,False,False,Sunny,2024-01,ana_yemek
2024-01-08,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.96,30.75,0,False,False,Sunny,2024-01,ana_yemek
2024-01-09,46,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.1,6.35,390,False,False,Rainy,2024-01,icecek
2024-01-09,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.73,11.47,109,False,False,Sunny,2024-01,ana_yemek
2024-01-09,30,Cafe,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,32.82,48.57,60,False,False,Cloudy,2024-01,ana_yemek
2024-01-09,24,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.74,10.98,194,False,False,Cloudy,2024-01,tatli
2024-01-09,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.36,5.02,553,True,False,Sunny,2024-01,ana_yemek
2024-01-09,35,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.91,6.69,131,False,False,Cloudy,2024-01,tatli
2024-01-09,45,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.97,8.0,203,False,False,Sunny,2024-01,tatli
2024-01-09,9,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.14,19.12,198,False,False,Rainy,2024-01,corba
2024-01-09,11,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.16,7.99,18,False,True,Rainy,2024-01,tatli
2024-01-09,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,23.01,36.47,199,False,False,Cloudy,2024-01,ana_yemek
2024-01-09,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.9,6.1,210,False,False,Sunny,2024-01,tatli
2024-01-09,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.79,8.27,449,False,False,Sunny,2024-01,ana_yemek
2024-01-09,48,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,15.72,34.16,110,False,False,Sunny,2024-01,ana_yemek
2024-01-09,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.68,9.0,88,False,False,Rainy,2024-01,tatli
2024-01-09,43,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,23.3,41.16,363,False,False,Rainy,2024-01,ana_yemek
2024-01-09,6,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.08,27.87,0,False,False,Sunny,2024-01,corba
2024-01-09,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,11.08,19.51,25,False,False,Rainy,2024-01,ana_yemek
2024-01-09,38,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,41.74,72.89,75,False,False,Rainy,2024-01,ana_yemek
2024-01-09,37,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.74,8.58,73,False,False,Sunny,2024-01,tatli
2024-01-09,9,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.5,4.99,195,False,False,Rainy,2024-01,icecek
2024-01-09,25,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.53,6.98,323,False,False,Sunny,2024-01,icecek
2024-01-09,9,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.38,6.37,168,False,False,Cloudy,2024-01,icecek
2024-01-10,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.44,7.82,256,False,False,Cloudy,2024-01,ana_yemek
2024-01-10,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.28,6.79,358,True,False,Rainy,2024-01,tatli
2024-01-10,42,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.51,19.3,149,False,False,Rainy,2024-01,ana_yemek
2024-01-10,15,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,19.56,41.29,96,False,False,Sunny,2024-01,ana_yemek
2024-01-10,3,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.91,12.56,347,False,False,Sunny,2024-01,ana_yemek
2024-01-10,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.04,3.78,808,False,True,Cloudy,2024-01,icecek
2024-01-10,28,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,36.95,47.54,322,False,True,Sunny,2024-01,ana_yemek
2024-01-10,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.47,31.45,0,False,False,Cloudy,2024-01,ana_yemek
2024-01-10,25,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,51.98,74.52,0,False,False,Rainy,2024-01,ana_yemek
2024-01-10,6,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,44.21,45.12,193,True,False,Cloudy,2024-01,ana_yemek
2024-01-10,45,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.2,13.68,257,False,False,Sunny,2024-01,ana_yemek
2024-01-10,3,Cafe,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,33.25,43.17,135,False,False,Rainy,2024-01,ana_yemek
2024-01-10,35,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.68,7.91,397,False,False,Sunny,2024-01,ana_yemek
2024-01-10,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.27,14.68,179,False,False,Sunny,2024-01,corba
2024-01-10,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,8.87,16.01,189,False,False,Cloudy,2024-01,corba
2024-01-10,43,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.43,8.11,530,True,False,Rainy,2024-01,tatli
2024-01-10,13,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.36,8.85,326,False,False,Sunny,2024-01,ana_yemek
2024-01-10,33,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.59,16.24,0,False,True,Sunny,2024-01,corba
2024-01-10,9,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,22.28,33.33,248,False,False,Cloudy,2024-01,ana_yemek
2024-01-10,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.61,29.6,0,False,False,Cloudy,2024-01,ana_yemek
2024-01-10,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.91,2.28,1224,True,True,Cloudy,2024-01,icecek
2024-01-10,8,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.99,3.88,564,False,False,Sunny,2024-01,icecek
2024-01-10,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.59,2.8,353,False,False,Cloudy,2024-01,ana_yemek
2024-01-10,24,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,13.24,25.3,18,False,False,Sunny,2024-01,ana_yemek
2024-01-10,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.19,6.42,667,True,False,Cloudy,2024-01,ana_yemek
2024-01-10,6,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,4.97,8.95,174,False,False,Sunny,2024-01,icecek
2024-01-11,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.54,2.46,461,False,False,Cloudy,2024-01,icecek
2024-01-11,41,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.24,13.02,140,True,False,Rainy,2024-01,corba
2024-01-11,30,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.41,3.83,478,False,False,Cloudy,2024-01,icecek
2024-01-11,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.89,19.05,3,False,False,Cloudy,2024-01,ana_yemek
2024-01-11,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.64,2.34,311,False,False,Sunny,2024-01,ana_yemek
2024-01-11,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,46.67,65.07,96,False,False,Cloudy,2024-01,ana_yemek
2024-01-11,37,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,7.68,15.27,22,False,False,Sunny,2024-01,ana_yemek
2024-01-11,39,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.77,5.8,315,False,False,Sunny,2024-01,icecek
2024-01-11,26,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.63,2.76,398,False,False,Sunny,2024-01,icecek
2024-01-11,33,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.18,3.7,475,False,False,Sunny,2024-01,icecek
2024-01-11,31,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.14,3.12,312,False,False,Cloudy,2024-01,icecek
2024-01-11,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.61,1.62,701,True,False,Sunny,2024-01,ana_yemek
2024-01-11,3,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,27.23,51.9,75,False,False,Rainy,2024-01,ana_yemek
2024-01-11,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.02,6.71,285,False,False,Sunny,2024-01,ana_yemek
2024-01-11,9,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,26.74,52.11,0,False,False,Sunny,2024-01,ana_yemek
2024-01-11,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.89,3.09,144,False,False,Cloudy,2024-01,ana_yemek
2024-01-11,24,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.14,4.0,688,False,False,Sunny,2024-01,icecek
2024-01-11,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,47.6,58.71,149,False,False,Sunny,2024-01,ana_yemek
2024-01-11,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,8.48,11.19,214,False,False,Sunny,2024-01,ana_yemek
2024-01-11,25,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,47.9,61.23,154,False,False,Sunny,2024-01,ana_yemek
2024-01-11,48,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,10.29,20.86,144,False,False,Rainy,2024-01,ana_yemek
2024-01-11,5,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.16,3.44,668,False,False,Cloudy,2024-01,icecek
2024-01-11,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.61,25.71,178,False,False,Rainy,2024-01,ana_yemek
2024-01-11,37,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.36,6.75,251,False,False,Sunny,2024-01,tatli
2024-01-11,41,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.05,8.11,166,False,False,Rainy,2024-01,tatli
2024-01-11,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.83,17.0,44,True,False,Rainy,2024-01,corba
2024-01-11,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.96,2.38,630,False,False,Sunny,2024-01,icecek
2024-01-11,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.93,17.49,4,False,False,Sunny,2024-01,corba
2024-01-11,28,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.73,15.84,349,False,False,Cloudy,2024-01,ana_yemek
2024-01-11,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.37,6.04,447,True,False,Sunny,2024-01,ana_yemek
2024-01-12,49,Kopitiam,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.09,5.28,279,True,False,Cloudy,2024-01,tatli
2024-01-12,21,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.86,5.58,398,False,False,Sunny,2024-01,icecek
2024-01-12,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.81,9.19,414,True,False,Cloudy,2024-01,corba
2024-01-12,12,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.08,3.61,354,False,False,Cloudy,2024-01,icecek
2024-01-12,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,10.23,24.75,0,False,False,Sunny,2024-01,ana_yemek
2024-01-12,43,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,28.58,54.48,0,False,False,Sunny,2024-01,ana_yemek
2024-01-12,37,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.03,11.11,378,False,False,Sunny,2024-01,ana_yemek
2024-01-12,8,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,21.89,42.73,100,True,True,Sunny,2024-01,ana_yemek
2024-01-12,1,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,21.35,29.47,211,False,False,Sunny,2024-01,ana_yemek
2024-01-12,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.75,7.54,229,False,False,Sunny,2024-01,tatli
2024-01-12,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,9.55,12.84,192,False,False,Cloudy,2024-01,ana_yemek
2024-01-12,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,43.62,68.87,181,False,False,Cloudy,2024-01,ana_yemek
2024-01-12,33,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,27.14,42.37,65,False,False,Rainy,2024-01,ana_yemek
2024-01-12,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,12.43,19.12,73,False,False,Cloudy,2024-01,corba
2024-01-12,24,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.99,11.35,130,False,False,Cloudy,2024-01,tatli
2024-01-12,40,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.63,2.45,593,False,False,Sunny,2024-01,icecek
2024-01-12,10,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,38.01,59.99,84,False,False,Sunny,2024-01,ana_yemek
